"Wall Street instead of ""dough"", a new darling"	https://www.vz.lt/rinkos/2020/02/20/volstrite-vietoje-teslos-atsirado-naujas-numyletinis
Alternative business investor - 10 million. Eur European cash injection	https://www.vz.lt/rinkos/2020/02/20/alternatyviam-verslo-finansuotojui--10-mln-eur-europiniu-pinigu-injekcija
Consumer funders from Estonia and Sweden increased the volume of business Lithuania	https://www.vz.lt/rinkos/2020/02/20/vartojimo-finansuotojai-is-estijos-ir-svedijos-didino-veiklos-apimtis-lietuvoje
"""Luminor preparing a granary mortgage division: borrow 500 million. Eur"	https://www.vz.lt/rinkos/2020/02/20/luminor-ruosia-aruoda-busto-paskolu-dalyboms-skolinsis-500-mln-eur
Purchase apartment rental trends and expert advice	https://www.vz.lt/rinkos/2020/02/20/buto-pirkimas-nuomai-tendencijos-ir-specialistu-patarimai
American Express, one foot back to Lithuania	https://www.vz.lt/rinkos/2020/02/20/american-express-viena-koja-grizta-i-lietuva
Investors returned to improve scores	https://www.vz.lt/rinkos/2020/02/19/investuotojai-grizo-gerinti-rekordu
SEB IT business problems Consequences: what lies dëldelspinigiø	https://www.vz.lt/rinkos/2020/02/19/seb-it-sutrikimu-pasekmes-verslui-galbut-pavyks-isvengti-delspinigiu
Startup money is not necessarily the lookout to where they come	https://www.vz.lt/rinkos/2020/02/19/startuoliai-pinigu-zvalgosi-nebutinai-ten-is-kur-jie-ateina
Exchange - Coop shares respite	https://www.vz.lt/rinkos/2020/02/18/birzoje--coop-akciju-atokvepis
The distortion of reality: Greece and the great demand for Italian bonds as security shelter	https://www.vz.lt/rinkos/2020/02/18/iskreipta-realybe-graikijos-ir-italijos-obligacijos-graibstomos-kaip-saugumo-uzuoveja
Where to put the contribution: 2.1% interest rate or foreign insurance	https://www.vz.lt/rinkos/2020/02/18/kur-deti-indeli-21-palukanos-ar-uzsienio-salies-draudimas
Stage II investment funds in the region: how much is enough patriotism	https://www.vz.lt/rinkos/2020/02/13/ii-pakopos-fondu-investicijos-regione-kiek-patriotiskumo-uztenka
"BaltCap request permission to buy CEF AGROFIRM and meat LT """	https://www.vz.lt/rinkos/isigijimai-ir-susijungimai/2020/02/11/baltcap-praso-leidimo-isigyti-krekenavos-agrofirma-ir-mesa-lt
ETF Boom: Europe lags behind the US	https://www.vz.lt/rinkos/2020/02/11/etf-bumas-europa-gerokai-atsilieka-nuo-jav
Waiting for purchases - INVL Sea Baltic Growth Fund after the distribution has grown to 165 million. Eur	https://www.vz.lt/rinkos/2020/02/07/laukia-pirkiniai--invl-baltic-sea-growth-fund-po-platinimo-isaugo-iki-165-mln-eur
Palladium began to rise in price even concerned about extractivists	https://www.vz.lt/rinkos/2020/01/29/paladzio-pabrangimas-pradejo-neraminti-net-isgavejus
"New Avia Solutions Group purchase - Swedish company ""Aviator"""	https://www.vz.lt/transportas-logistika/2020/02/17/naujas-avia-solutions-group-pirkinys--svedijos-bendrove-aviator
Media: revoluta attracted 500 million. USD rating jumped to 6 billion. USD	https://www.vz.lt/rinkos/2020/02/17/ziniasklaida-revolut-pritrauke-500-mln-usd-ivertinimas-pasoko-iki-6-mlrd-usd
Gazprom Latvian Conexus third of the shares sold for 80 million. Eur	https://www.vz.lt/pramone/energetika/2020/02/13/gazprom-latvijos-conexus-trecdali-akciju-parduoda-uz-80-mln-eur
Airbus to the end of the year lay off over 2,300 employees	https://www.vz.lt/pramone/2020/02/20/airbus-iki-kitu-metu-pabaigos-atleis-per-2300-darbuotoju
In Astraviec NPP preparation of nuclear fuel to take	https://www.vz.lt/pramone/energetika/2020/02/20/tikrinamas-astravo-ae-parengimas-branduoliniam-kurui-priimti
Chinese factories re-open the door, but ikigamybos recovery - is far	https://www.vz.lt/pramone/2020/02/20/kinijos-fabrikai-vel-atveria-duris-bet-ikigamybos-atsigavimo--dar-toli
Relations with China have intermittent pauses manufacturing and Lithuania	https://www.vz.lt/pramone/2020/02/20/rysiams-su-kinija-trukinejant-pristabdoma-gamyba-jau-ir-lietuvoje
German Economics Minister's visit to Lithuania - a good opportunity to introduce themselves	https://www.vz.lt/finansai-apskaita/2020/02/20/vokietijos-ekonomikos-ministro-vizitas-i-lietuva--gera-proga-prisistatyti
Latvia's government has postponed its decision on Astraviec NPP	https://www.vz.lt/kaip-didinti-energetini-efektyvuma/2020/02/19/latvijos-vyriausybe-atidejo-sprendima-del-astravo-ae
Older than 45 m.bedarbiams -solidþios payments create job	https://www.vz.lt/finansai-apskaita/2020/02/19/vyresniems-nei-45-m-bedarbiams-solidzios-ismokos-susikurti-darbo-vietai
Dutch investor in Kaunas FEZ starts production	https://www.vz.lt/pramone/2020/02/19/nyderlandu-investuotoja-kauno-lez-pradeda-gamyba
Kitron Example - 500 sustygavo suppliers so that forgot about the component shortage Premium	https://www.vz.lt/pramone/2020/02/19/kitron-pavyzdys--500-tiekeju-sustygavo-taip-kad-pamirso-apie-komponentu-trukuma
The price of gold - 7 years pike	https://www.vz.lt/rinkos/2020/02/19/aukso-kaina--7-metu-pike
German REHAU FEZ builds factory	https://www.vz.lt/finansai-apskaita/2020/02/19/vokietijos-rehau-klaipedos-lez-stato-gamykla
China is preparing to prohibit the marketing and use of illegally harvested timber	https://www.vz.lt/finansai-apskaita/2020/02/18/kinija-rengiasi-uzdrausti-prekiauti-ir-naudoti-neteisetai-igyta-mediena
Lemon 'experience with suppliers in Asia: how to select and burns	https://www.vz.lt/pramone/2020/02/18/lemonos-patirtis-su-tiekejais-azijoje-kaip-atsirinkti-ir-nenudegti
No more exceptions - Lithuania EC banned the use of neonicotinoids on bees harmful	https://www.vz.lt/pramone/2020/02/18/daugiau-jokiu-isimciu--ek-uzdraude-lietuvai-naudoti-bitems-kenkiancius-neonikotinoidus
