„Amber Grid“ vadovas Biknius: nereikia bijoti pripaþinti klaidø	https://www.lrt.lt/naujienos/verslas/4/1133237/amber-grid-vadovas-biknius-nereikia-bijoti-pripazinti-klaidu
Lietuvos emigrantai per deðimtmetá perbraiþë skrydþiø þemëlapá, nors Jungtinë Karalystë neiðstumiama ið lyderiø	https://www.lrt.lt/naujienos/verslas/4/1132778/lietuvos-emigrantai-per-desimtmeti-perbraize-skrydziu-zemelapi-nors-jungtine-karalyste-neisstumiama-is-lyderiu
Seime áregistruota pataisa: uþ praneðimà apie „Grigeo Klaipëda“ terðimà asmuo gautø 600 tûkst. eurø	https://www.lrt.lt/naujienos/verslas/4/1133087/seime-iregistruota-pataisa-uz-pranesima-apie-grigeo-klaipeda-tersima-asmuo-gautu-600-tukst-euru
Seimas áteisino turto civiliná konfiskavimà, atims ið nusikaltëliø	https://www.lrt.lt/naujienos/verslas/4/1133255/seimas-iteisino-turto-civilini-konfiskavima-atims-is-nusikalteliu
Per metus iðaugo butø pardavimai Vilniuje, populiariausi – vieno ir dviejø kambariø	https://www.lrt.lt/naujienos/verslas/4/1133187/per-metus-isaugo-butu-pardavimai-vilniuje-populiariausi-vieno-ir-dvieju-kambariu
„Revolut Bank“ prisijungë prie Lietuvos bankø asociacijos	https://www.lrt.lt/naujienos/verslas/4/1133158/revolut-bank-prisijunge-prie-lietuvos-banku-asociacijos
Treèiadiená bus laikinai nepasiekiamos „Mano VMI“ paslaugos	https://www.lrt.lt/naujienos/verslas/4/1133262/treciadieni-bus-laikinai-nepasiekiamos-mano-vmi-paslaugos
Opozicija kritikuoja Vilniaus ginèo su „Veolia“ finansavimà	https://www.lrt.lt/naujienos/verslas/4/1133256/opozicija-kritikuoja-vilniaus-ginco-su-veolia-finansavima
Didþioji Britanija draus kreditinëmis kortelëmis atsiskaityti uþ loðimo paslaugas	https://www.lrt.lt/naujienos/verslas/4/1133232/didzioji-britanija-draus-kreditinemis-kortelemis-atsiskaityti-uz-losimo-paslaugas
Vyriausybë pasiskolino 39 mln. eurø	https://www.lrt.lt/naujienos/verslas/4/1132945/vyriausybe-pasiskolino-39-mln-euru
„Klaipëdos vandens“ vadovas: „Grigeo Klaipëda“ nuotekø valymas per mënesá atsieis 120 tûkst. eurø	https://www.lrt.lt/naujienos/verslas/4/1132923/klaipedos-vandens-vadovas-grigeo-klaipeda-nuoteku-valymas-per-menesi-atsieis-120-tukst-euru
Pavelas Ladziato. Bûsto ásigijimas su paskola: kokie kriterijai gyventojams svarbiausi?	https://www.lrt.lt/naujienos/verslas/4/1132928/pavelas-ladziato-busto-isigijimas-su-paskola-kokie-kriterijai-gyventojams-svarbiausi
Produkcijos pirkimà ið „Grigeo“ stabdo ir „Rimi Baltic“	https://www.lrt.lt/naujienos/verslas/4/1132874/produkcijos-pirkima-is-grigeo-stabdo-ir-rimi-baltic
„Sodra“: kada, kokios ir kiek didëja pensijos	https://www.lrt.lt/naujienos/verslas/4/1132853/sodra-kada-kokios-ir-kiek-dideja-pensijos
„Krekenavos agrofirma“ iðsiuntë pirmàjà jautienos siuntà á Kinijà	https://www.lrt.lt/naujienos/verslas/4/1132843/krekenavos-agrofirma-issiunte-pirmaja-jautienos-siunta-i-kinija
Lenkijoje – jau deðimtas paukðèiø gripo protrûkis	https://www.lrt.lt/naujienos/verslas/4/1132840/lenkijoje-jau-desimtas-pauksciu-gripo-protrukis
„Grigeo“ á gamyklà Grigiðkëse ásileido aplinkosaugininkus, uþfiksuotas galimas paþeidimas	https://www.lrt.lt/naujienos/verslas/4/1132813/grigeo-i-gamykla-grigiskese-isileido-aplinkosaugininkus-uzfiksuotas-galimas-pazeidimas
Telðiø rajone uþsikimðusio kanalizacijos ðulinio nuotekos bëgo á upelá	https://www.lrt.lt/naujienos/verslas/4/1132805/telsiu-rajone-uzsikimsusio-kanalizacijos-sulinio-nuotekos-bego-i-upeli
Grybauskaitë ragina leisti aplinkosaugininkams tikrinti ámones be perspëjimo	https://www.lrt.lt/naujienos/verslas/4/1132819/grybauskaite-ragina-leisti-aplinkosaugininkams-tikrinti-imones-be-perspejimo
Talino apeliacinis teismas atmetë buvusio „Novatours“ vadovo skundà	https://www.lrt.lt/naujienos/verslas/4/1132802/talino-apeliacinis-teismas-atmete-buvusio-novatours-vadovo-skunda
Aplinkos apsaugos departamento direktorius: paþeidimø uþfiksuojama daug, baudos gali siekti ðimtus tûkstanèiø eurø	https://www.lrt.lt/naujienos/verslas/4/1132772/aplinkos-apsaugos-departamento-direktorius-pazeidimu-uzfiksuojama-daug-baudos-gali-siekti-simtus-tukstanciu-euru
