„Ignitis grupë“ riebina pasiûlymà dël ESO ir „Ignitis gamybos“ akcijø	https://www.vz.lt/rinkos/2020/01/10/ignitis-grupe-riebina-pasiulyma-del-eso-ir-ignitis-gamybos-akciju
„Vilkyðkiø pieninë“ svarsto apie pokyèius - perþiûrës vykdomas veiklas	https://www.vz.lt/pramone/2020/01/10/vilkyskiu-pienine-svarsto-apie-pokycius---perziures-vykdomas-veiklas
„No Magic Europe“ nebelieka, ámonë perima savininko vardà	https://www.vz.lt/paslaugos/2020/01/10/no-magic-europe-nebelieka-imone-perima-savininko-varda
Specialistø vertinimai dël „Grigeo“ prekybos: kol kas – tik smulkiøjø panika ir spekuliacijos	https://www.vz.lt/rinkos/2020/01/10/specialistu-vertinimai-del-grigeo-prekybos-kol-kas--tik-smulkiuju-panika-ir-spekuliacijos
„Grigeo“ akcijø prekyba prasidëjo: pinga deðimtimis procentø, „Swedbank“ buvo kilæsutrikimai	https://www.vz.lt/rinkos/2020/01/10/grigeo-akciju-prekyba-prasidejo-34-griutimi
Atnaujinta „Grigeo“ akcijø prekyba	https://www.vz.lt/rinkos/2020/01/10/operatyviam-grigeo-akciju-prekybos-atnaujinimui-koja-pakiso-seb
Kokios finansinës pasekmës „Grigeo“ investuotojams	https://www.vz.lt/rinkos/2020/01/10/kokios-finansines-pasekmes-grigeo-investuotojams
Birþoje dëmesys Ðiauliø bankui, pasaulis gráþta prie rekordø	https://www.vz.lt/rinkos/2020/01/09/birzoje-demesys-siauliu-bankui-pasaulis-grizta-prie-rekordu
Ðiauliø bankas perka „Danske Bank“ privaèiø klientø paskolø portfelá Lietuvoje	https://www.vz.lt/rinkos/2020/01/09/siauliu-bankas-perka-danske-bank-privaciu-klientu-paskolu-portfeli-lietuvoje
Smulkieji akcininkai ir valstybë susikirto dël „Ignitis grupës“ planø	https://www.vz.lt/pramone/energetika/2020/01/07/smulkieji-akcininkai-ir-valstybe-susikirto-del-ignitis-grupes-planu
Bekomisë prekyba Lietuvos investuotojus ágalina imtis naujø strategijø	https://www.vz.lt/rinkos/2020/01/07/bekomise-prekyba-lietuvos-investuotojus-igalina-imtis-nauju-strategiju
Vyriausybë porai metø pasiskolino uþ minus 0,055%	https://www.vz.lt/rinkos/2020/01/06/vyriausybe-porai-metu-pasiskolino-uz-minus-0055
